"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Kenya","KEN",129827825,1.03527499831216,2,29,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,1,1,2,1,2,3,3,2,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,1,1,1,3,1,,1,1,1,4,4,4,4,1,1,1,1,1
"Kenya","KEN",145485622,1.90042947701636,2,28,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,3,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,5,4,4,4,5,2,1,0,0
"Kenya","KEN",123246810,1.01781215974975,1,24,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,2,1,3,,0,0,4,4,4,4,2,5,2,2,0,0
"Kenya","KEN",156002863,2.04388231612357,1,42,2,2,2,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,1,2,2,2,1,,4,1,1,2,,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,1,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Kenya","KEN",196455016,0.958416788865916,1,29,1,1,1,1,1,1,0,,,2,,,,,,,,,,,,,,,1,2,1,1,2,1,2,2,1,1,1,1,1,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,1,1,1,3,3,,0,0,1,4,4,4,4,5,1,2,1,0
"Kenya","KEN",175140429,0.654806165311806,2,29,1,1,1,1,1,1,1,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,1,,,,,,,2,1,2,1,2,,,2,2,2,,,,1,2,1,1,2,2,1,2,1,3,1,1,1,,,1,1,,,1,2,1,2,,,1,2,1,1,,,2,1,2,2,1,,,2,,,,,,1,2,3,3,1,1,,1,1,1,1,4,4,1,1,1,2,1,0
"Kenya","KEN",112142913,1.12225024352828,1,23,1,2,1,1,1,1,0,1,1,2,,,1,1,2,,,,2,,1,1,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,1,2,1,1,1,,3,1,1,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,1,2,2,2,2,2,1,1,1,1,1,1,,1,1,4,4,4,3,1,5,2,2,1,0
"Kenya","KEN",147581049,1.54579078064123,1,50,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,1,2,1,2,2,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,2,1,1,2,2,1,1,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,4,4,4,4,4,1,1,2,1,0
"Kenya","KEN",205299532,0.378129397666685,1,30,1,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,1,,,,,,,1,2,1,2,2,,,1,2,2,,,,2,2,2,1,1,2,2,1,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,1,4,4,4,2,4,5,2,2,1,0
"Kenya","KEN",185495578,0.792983845873538,1,20,2,2,1,1,1,1,0,2,1,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,2,2,1,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,2,1,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,1,1,4,1,,0,1,4,1,4,4,4,3,1,1,1,0
"Kenya","KEN",198083111,1.54579078064123,1,53,2,2,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,2,1,1,2,2,,,1,1,2,,,,2,1,2,2,2,1,2,,1,1,1,2,,,,2,,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,4,5,1,2,1,0
"Kenya","KEN",120286133,1.16372057418965,1,28,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",147860451,1.86196859153871,2,19,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,1,,,,,,,1,2,2,1,1,2,,1,1,2,,,,2,2,2,1,1,2,1,1,5,1,1,1,1,,,1,1,,,1,2,1,2,,,1,2,2,1,,,1,1,2,2,1,,,1,1,2,1,,,2,1,2,2,4,3,,1,1,1,1,4,1,1,1,1,2,1,1
"Kenya","KEN",152268801,0.543088378847395,1,40,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Kenya","KEN",130694365,0.675493791921197,2,21,2,5,1,2,1,1,1,2,1,2,,,1,1,1,1,2,2,2,,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,1,2,1,2,2,2,1,,1,2,1,2,,,,2,,,,1,2,1,2,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,2,1,2,2,,1,1,1,4,4,4,1,5,1,1,1,0
"Kenya","KEN",175547570,1.02959778222269,1,19,2,5,1,1,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,,,2,1,1,1,2,,,1,1,2,,,,2,2,1,2,2,1,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,3,2,2,2,4,2,,1,1,4,4,4,1,4,5,1,1,1,0
"Kenya","KEN",160313739,0.665532265428089,2,35,2,4,1,1,1,1,1,2,2,1,2,,2,1,2,,,,1,2,2,,1,,,,,,,,,,,,,,,,2,1,2,1,1,2,,1,1,2,,,,2,1,1,1,1,2,1,1,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,5,1,1,1,1
"Kenya","KEN",174939583,0.979716291259294,2,19,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,1,1,2,2,2,2,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,3,1,4,1,,1,1,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",184557630,1.80842303008938,1,39,2,3,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,2,1,1,1,2,,,2,2,2,,,,2,2,2,2,2,1,1,,5,1,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,1,4,4,4,4,5,1,2,1,0
"Kenya","KEN",188173012,1.04421127063687,1,25,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,2,,2,2,1,2,1,1,1,,2,2,2,1,1,,,1,1,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,1,4,4,4,4,1,1,1,1,1
"Kenya","KEN",157361315,2.45142262784342,1,42,1,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,1,2,1,2,2,,,,,,,2,1,1,2,2,,,1,3,2,,,,2,2,1,1,1,2,1,1,5,1,1,1,2,2,1,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,4,4,4,4,4,1,1,2,1,0
"Kenya","KEN",142192893,0.908038567757558,1,30,2,3,1,1,1,1,1,2,2,1,2,,1,1,2,,,,2,,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,2,,,,2,2,1,2,2,1,1,,4,2,1,2,,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,1,1,4,4,4,4,1,1,1,1,1,1
"Kenya","KEN",182769407,0.795073099231972,2,32,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,1,1,2,,,,2,2,1,2,1,1,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,4,1,,1,1,4,3,4,4,4,5,1,2,0,0
"Kenya","KEN",189375671,2.7288714652921,2,72,2,2,1,1,1,1,1,2,2,1,2,,1,1,2,,,,1,2,1,2,2,,,,,,,,,,2,2,1,1,2,2,,,,,1,2,,1,1,1,1,2,,2,1,,2,2,2,2,,3,2,2,2,,,,1,2,2,1,1,2,1,2,,,2,,,,,,,2,2,,,,,1,1,2,1,,,1,1,1,1,2,1,,1,0,4,4,4,1,1,2,1,1,1,1
"Kenya","KEN",137593357,0.979716291259294,2,21,1,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,1,2,1,2,1,,,,,,,,,,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,2,,1,0,1,4,4,4,4,1,1,2,1,0
"Kenya","KEN",171608622,0.510393285452037,2,20,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,,,,,1,1,,1,1,2,,,,1,2,,1,1,1,1,1,1,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,1,4,1,,1,1,4,4,4,4,4,1,1,1,0,0
"Kenya","KEN",135799574,1.55894198132318,1,38,2,5,2,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,1,2,2,2,1,5,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,2,,1,1,4,4,4,4,4,1,1,1,1,0
"Kenya","KEN",160365204,0.757108901167922,2,24,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,,,,,,,2,1,2,1,1,2,,2,1,2,,,,2,2,1,2,2,2,1,,3,2,1,1,2,1,1,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,1,1,4,1,,1,1,4,4,4,2,4,2,1,1,1,1
"Kenya","KEN",142555190,0.384479999522838,2,19,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Kenya","KEN",169166098,1.06415966033062,2,25,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,1,,5,1,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,2,2,3,2,2,,0,1,4,3,4,4,4,4,1,2,0,0
"Kenya","KEN",169984863,0.512344394267756,1,32,2,3,1,1,1,1,1,2,1,1,2,,1,1,1,2,,1,1,2,1,2,2,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,1,2,,,,2,1,1,1,1,1,1,1,4,3,2,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Kenya","KEN",197657302,0.341817240980233,2,27,3,5,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,2,2,,1,1,1,1,1,1,2,2,3,3,3,2,,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,3,1,,1,1,4,4,4,4,1,1,1,1,1,1
"Kenya","KEN",193170480,1.05677444207971,1,78,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Kenya","KEN",134927979,1.84919459398622,2,18,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,1,2,1,1,2,,,1,2,2,,,,2,2,2,2,2,2,2,,3,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,1,4,4,4,4,4,1,1,1,1,0
"Kenya","KEN",137543914,1.07310914569049,2,21,2,2,1,1,1,1,1,1,1,1,2,,1,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,2,1,,2,2,2,2,2,2,2,,2,2,1,1,1,,,1,1,,,2,,,,,,1,2,2,1,,,2,1,2,1,2,,,2,,,,,,3,3,2,2,4,2,,0,1,1,1,4,4,4,1,1,1,1,1
"Kenya","KEN",187638522,0.514798891111344,1,22,2,1,1,1,1,1,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,,,,,,,1,1,2,2,2,,,2,1,2,,,,2,2,2,2,1,2,1,,3,2,1,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Kenya","KEN",112319493,1.27216648729173,2,67,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,1,1,1,1,,1,1,4,4,4,4,4,5,1,2,1,0
"Kenya","KEN",114855925,1.53498648980039,2,19,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,1,1,2,,,,2,2,,2,2,2,2,,1,3,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,1,1,1,0,0
"Kenya","KEN",150398949,1.69447417539704,2,33,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,,,,,,,2,1,2,2,2,,,1,2,2,,,,2,2,1,2,2,2,2,,1,1,2,1,1,,,1,1,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,2,2,,1,0,4,4,4,4,3,1,1,2,1,0
"Kenya","KEN",153487769,0.533012492339555,2,19,2,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,1,,2,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,2,4,2,,1,1,4,4,4,4,4,1,1,1,1,0
"Kenya","KEN",147086830,0.415038384718363,1,26,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,,,,,,,1,1,1,1,1,2,,1,1,1,2,1,,2,2,1,1,2,1,1,2,4,3,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,1,1,4,4,4,4,4,1,1,2,1,1
"Kenya","KEN",134381421,1.13438819300006,1,34,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,1,1,2,2,1,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,3,2,1,4,2,,1,1,4,4,4,2,2,5,2,1,0,0
"Kenya","KEN",181213630,0.341817240980233,2,33,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,2,,,,1,1,1,1,1,1,1,1,1,3,2,1,1,,,1,1,,,1,1,1,2,,,1,1,1,2,,,1,2,1,1,2,,,2,,,,,,3,2,2,2,2,2,,1,1,1,4,1,4,1,1,1,1,1,1
"Kenya","KEN",182081732,0.795073099231972,2,34,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,1,2,1,2,1,,2,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,4,4,4,4,4,1,1,2,1,0
"Kenya","KEN",171243641,0.341817240980233,2,27,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,1,2,,2,1,1,2,2,1,1,,5,2,1,2,,,,2,,,,1,1,1,2,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,2,2,4,1,,1,1,1,4,4,4,1,5,1,1,1,1
"Kenya","KEN",123600086,0.612855656960855,1,43,1,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,1,2,1,2,2,,,,,,,1,1,1,1,2,,,2,1,1,1,2,,2,2,1,2,2,2,1,,5,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,2,1,2,1,4,1,,1,1,4,4,4,1,4,1,1,2,1,1
"Kenya","KEN",189739397,0.662370685208829,1,26,2,3,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,,,,,,1,1,2,1,1,2,,1,1,1,3,1,,1,2,1,1,1,2,2,1,1,1,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,3,1,,1,1,4,4,4,4,1,5,1,2,1,1
"Kenya","KEN",201511811,0.947307241549578,2,28,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,,,,,,,1,2,2,2,1,1,,2,2,2,,,,2,2,2,2,1,2,1,,5,1,1,2,,,,1,2,1,2,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,3,1,1,1,1
"Kenya","KEN",159505411,0.800496164894405,1,21,1,3,1,2,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,2,2,1,1,1,1,1,5,1,1,1,1,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,3,1,,1,1,2,4,4,4,4,1,1,2,1,0
"Kenya","KEN",179844880,0.988172992709558,1,19,1,2,1,1,1,1,1,2,1,2,,,1,1,1,2,,1,2,,2,,1,,,,,,,,,,1,1,2,1,1,1,,,,,1,2,,1,1,1,2,2,,1,1,,1,1,1,1,1,2,1,3,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,1,1,2,1,,,1,1,1,1,,,2,1,3,1,4,1,,1,1,4,1,1,1,1,1,1,1,1,1
"Kenya","KEN",187535571,0.382722017924296,2,22,3,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,,,2,2,1,1,1,2,,2,2,2,,,,2,2,2,2,2,2,1,,2,1,1,2,,,,1,2,1,1,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,4,4,4,4,1,2,1,1,1,1
"Kenya","KEN",171036289,0.341817240980233,2,32,3,5,1,2,1,1,0,2,2,1,2,,1,1,2,,,,2,,1,2,2,,,,,,,,,,2,1,2,1,2,2,,,,,2,,,1,1,2,,,,2,2,,1,2,2,1,2,3,2,2,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,1,1,4,4,4,4,1,5,1,1,1,0
"Kenya","KEN",172453632,0.579483507914225,1,28,1,1,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,,,,,,1,1,1,1,2,,,1,1,2,,,,2,2,2,2,2,2,1,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,5,1,2,1,0
"Kenya","KEN",194571249,0.351807735631037,1,27,2,3,1,2,1,1,1,2,2,2,,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,1,2,,,,2,2,2,1,2,1,1,1,4,1,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,1,1,4,4,4,4,4,5,1,1,1,0
"Kenya","KEN",146848644,0.341817240980233,1,30,2,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,1,,1,1,2,,,,2,1,1,2,2,2,1,,2,2,1,1,2,2,2,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,1,4,2,1,1,1
"Kenya","KEN",203751991,0.623034493882432,2,20,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,,,,,,,,,,,2,,,1,1,2,,,,2,2,1,2,1,2,1,,9,,,4,,,,1,1,,,1,2,1,2,,,4,,,,,,,1,2,4,2,2,2,2,,,,,,1,2,1,1,3,1,,1,1,5,3,4,4,1,1,1,1,0,0
"Kenya","KEN",127874717,2.40072136183045,2,52,2,3,1,1,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,1,2,1,2,1,2,1,3,3,2,1,2,1,1,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,3,3,1,1,,1,1,4,4,4,2,4,1,1,2,1,0
"Kenya","KEN",191661376,1.64778547944363,1,20,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,,,,,,,1,1,1,1,1,1,,2,1,2,,,,2,2,2,2,2,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,1
"Kenya","KEN",126158308,1.01001271221406,2,45,1,3,1,1,1,1,1,2,2,1,2,,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,2,2,2,1,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,5,1,2,1,0
"Kenya","KEN",190263906,0.436966363188848,2,32,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,,,,,,1,1,2,,1,1,2,,,,2,2,2,2,2,2,1,,2,2,1,2,,,,1,2,1,1,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,2,1,3,2,1,,1,1,1,4,4,4,4,2,1,2,1,1
"Kenya","KEN",145503331,0.634656185757648,2,42,2,5,1,2,1,1,1,2,2,1,2,,1,1,1,2,,2,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,1,1,2,1,1,2,1,2,4,2,1,2,,,,2,,,,1,1,1,1,,,1,2,1,2,,,1,2,2,,,,,1,1,1,1,,,1,1,2,2,1,1,,1,1,1,4,4,1,1,5,1,1,1,1
"Kenya","KEN",155251643,1.84872045624483,1,27,3,5,1,1,1,1,1,2,1,1,2,,1,1,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,2,2,,2,2,1,1,2,2,2,2,2,3,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,1,,2,,1,0,4,4,4,4,4,1,1,1,1,1
"Kenya","KEN",184901170,0.481826752064566,2,24,2,5,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,1,1,2,2,1,2,2,2,1,1,1,,,1,1,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,3,3,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Kenya","KEN",195441409,0.383369942504105,2,21,1,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,1,,,2,,,,,,3,3,2,3,,1,,1,0,4,4,1,4,4,5,2,2,1,0
"Kenya","KEN",112673727,2.70197516768479,2,24,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,,,,,,,2,2,1,1,2,,,2,2,2,,,,2,2,2,1,2,2,2,2,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,3,2,2,1,,1,1,4,4,4,4,4,5,2,2,1,0
